SZd-ID;Datierung;Sterbejahr;epidat;epidat_;Weblink
wld-02.025.006-00;1881;1881;wdf-081;wdf-0081;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-081
wld-02.025.007-00;1879;1879;wdf-082;wdf-0082;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-082
wld-02.025.008-00;1879;1879;wdf-083;wdf-0083;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-083
wld-02.025.009-00;1880;1880;wdf-084;wdf-0084;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-084
wld-02.025.010-00;1877;1877;wdf-085;wdf-0085;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-085
wld-02.025.011-00;1875;1875;wdf-086;wdf-0086;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-086
wld-02.025.012-00;1875;1875;wdf-087;wdf-0087;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-087
wld-02.025.013-00;1875;1875;wdf-088;wdf-0088;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-088
wld-02.025.014-00;;;wdf-089;wdf-0089;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-089
wld-02.025.015-00;1869;1869;wdf-090;wdf-0090;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-090
wld-02.025.016-00;;;wdf-091;wdf-0091;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-091
wld-02.025.017-00;1863;1863?;wdf-092;wdf-0092;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-092
wld-02.025.018-00;1865;1865;wdf-093;wdf-0093;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-093
wld-02.025.019-00;1863;1863;wdf-094;wdf-0094;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-094
wld-02.025.020-00;1865;1865;wdf-095;wdf-0095;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-095
wld-02.025.021-00;1865;1865;wdf-096;wdf-0096;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-096
wld-02.025.022-00;;;wdf-097;wdf-0097;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-097
wld-02.025.023-00;1864;1864;wdf-098;wdf-0098;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-098
wld-02.025.024-00;1863;1863;wdf-099;wdf-0099;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-099
wld-02.025.025-00;1863;1863;wdf-100;wdf-0100;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-100
wld-02.025.026-00;1860;1860;wdf-101;wdf-0101;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-101
wld-02.026.003-00;1758;1758;wdf-536;wdf-0536;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-536
wld-02.026.004-00;1762;1762;wdf-537;wdf-0537;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-537
wld-02.026.005-00;1767;1767;wdf-538;wdf-0538;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-538
wld-02.026.006-00;;;wdf-539;wdf-0539;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-539
wld-02.026.007-00;;;wdf-540;wdf-0540;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-540
wld-02.026.008-00;1738;1738;wdf-490;wdf-0490;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-490
wld-02.026.009-00;1734;1734?;wdf-491;wdf-0491;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-491
wld-02.026.010-00;1732;1732;wdf-492;wdf-0492;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-492
wld-02.026.011-00;;;wdf-493;wdf-0493;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-493
wld-02.026.012-00;1675;1675;wdf-494;wdf-0494;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-494
wld-02.026.012-00;1686;1686;wdf-494;wdf-0494;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-494
wld-02.026.013-00;1729;1729;wdf-495;wdf-0495;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-495
wld-02.026.014-00;;;wdf-503;wdf-0503;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-503
wld-02.027.001-00;1750;1750;wdf-686;wdf-0686;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-686
wld-02.027.002-00;1769;1769;wdf-733;wdf-0733;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-733
wld-02.027.003-00;1779;1779;wdf-734;wdf-0734;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-734
wld-02.027.004-00;1781;1781;wdf-735;wdf-0735;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-735
wld-02.027.005-00;;;wdf-736;wdf-0736;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-736
wld-02.027.006-00;1753;1753;wdf-737;wdf-0737;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-737
wld-02.027.007-00;1765;1765;wdf-738;wdf-0738;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-738
wld-02.027.008-00;1766;1766;wdf-739;wdf-0739;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-739
wld-02.027.009-00;;;wdf-740;wdf-0740;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-740
wld-02.027.010-00;1790;1790;wdf-807;wdf-0807;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-807
wld-02.027.011-00;;;wdf-808;wdf-0808;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-808
wld-02.027.012-00;1779;1779;wdf-809;wdf-0809;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-809
wld-02.027.013-00;;;wdf-810;wdf-0810;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-810
wld-02.027.014-00;1775;1775;wdf-811;wdf-0811;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-811
wld-02.027.015-00;1775;1775;wdf-812;wdf-0812;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-812
wld-02.027.016-00;1757;1757;wdf-813;wdf-0813;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-813
wld-02.027.017-00;1764;1764;wdf-856;wdf-0856;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-856
wld-02.027.018-00;1768;1768;wdf-858;wdf-0858;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-858
wld-02.027.019-00;1793;1793;wdf-859;wdf-0859;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-859
wld-02.028.001-00;1745;1745;wdf-646;wdf-0646;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-646
wld-02.028.002-00;1740;1740;wdf-689;wdf-0689;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-689
wld-02.028.003-00;1711;1711;wdf-690;wdf-0690;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-690
wld-02.028.004-00;1713;1713;wdf-691;wdf-0691;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-691
wld-02.028.005-00;1712;1712;wdf-692;wdf-0692;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-692
wld-02.028.006-00;1718;1718;wdf-693;wdf-0693;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-693
wld-02.028.007-00;1829;1829;wdf-694;wdf-0694;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-694
wld-02.028.008-00;1828;1828;wdf-695;wdf-0695;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-695
wld-02.028.009-00;;;wdf-696;wdf-0696;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-696
wld-02.028.010-00;1827;1827;wdf-697;wdf-0697;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-697
wld-02.028.011-00;1751;1751;wdf-698;wdf-0698;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-698
wld-02.029.001-00;1711;1711?;wdf-647;wdf-0647;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-647
wld-02.029.002-00;;;wdf-648;wdf-0648;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-648
wld-02.029.003-00;;;wdf-649;wdf-0649;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-649
wld-02.029.004-00;1712;1712;wdf-650;wdf-0650;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-650
wld-02.029.005-00;1720;1720;wdf-651;wdf-0651;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-651
wld-02.029.006-00;;;wdf-652;wdf-0652;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-652
wld-02.029.006-00;;;wdf-652;wdf-0652;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-652
wld-02.029.007-00;1775;1775;wdf-653;wdf-0653;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-653
wld-02.029.008-00;1828;1828;wdf-654;wdf-0654;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-654
wld-02.029.009-00;1845;1845;wdf-655;wdf-0655;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-655
wld-02.029.010-00;;;wdf-656;wdf-0656;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-656
wld-02.030.001-00;;;wdf-483;wdf-0483;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-483
wld-02.030.002-00;;;wdf-484;wdf-0484;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-484
wld-02.030.003-00;;;wdf-485;wdf-0485;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-485
wld-02.030.004-00;;;wdf-486;wdf-0486;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-486
wld-02.030.005-00;1766;1766;wdf-487;wdf-0487;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-487
wld-02.030.006-00;1769;1769;wdf-488;wdf-0488;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-488
wld-02.030.007-00;;;wdf-489;wdf-0489;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-489
wld-02.030.008-00;;;wdf-452;wdf-0452;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-452
wld-02.030.009-00;;;wdf-453;wdf-0453;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-453
wld-02.030.010-00;1738;1738;wdf-454;wdf-0454;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-454
wld-02.030.011-00;1738;1738;wdf-455;wdf-0455;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-455
wld-02.030.012-00;1788;1788;wdf-496;wdf-0496;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-496
wld-02.030.013-00;1802;1802;wdf-497;wdf-0497;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-497
wld-02.030.014-00;;;wdf-498;wdf-0498;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-498
wld-02.030.015-00;1694;1694;wdf-499;wdf-0499;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-499
wld-02.030.016-00;;;wdf-500;wdf-0500;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-500
wld-02.030.017-00;1717;1717;wdf-501;wdf-0501;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-501
wld-02.030.018-00;;;wdf-502;wdf-0502;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-502
wld-02.030.019-00;;;wdf-456;wdf-0456;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-456
wld-02.030.020-00;;;wdf-429;wdf-0429;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-429
wld-02.031.001-00;;;wdf-412;wdf-0412;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-412
wld-02.031.002-00;;;wdf-413;wdf-0413;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-413
wld-02.031.003-00;1806;1805/6;wdf-414;wdf-0414;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-414
wld-02.031.004-00;1745;1745;wdf-416;wdf-0416;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-416
wld-02.031.004-00;1745;1745;wdf-416;wdf-0416;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-416
wld-02.031.005-00;1682;1681/82;wdf-417;wdf-0417;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-417
wld-02.031.006-00;1814;1814;wdf-418;wdf-0418;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-418
wld-02.031.007-00;1685;1685;wdf-419;wdf-0419;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-419
wld-02.031.008-00;1742;1742;wdf-420;wdf-0420;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-420
wld-02.031.009-00;1752;1752;wdf-421;wdf-0421;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-421
wld-02.031.010-00;;;wdf-422;wdf-0422;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-422
wld-02.031.011-00;1719;1719;wdf-423;wdf-0423;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-423
wld-02.031.012-00;1732;1732;wdf-424;wdf-0424;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-424
wld-02.031.013-00;1732;1732;wdf-425;wdf-0425;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-425
wld-02.031.014-00;1739;1739;wdf-426;wdf-0426;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-426
wld-02.031.015-00;;;wdf-427;wdf-0427;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-427
wld-02.031.016-00;;;wdf-428;wdf-0428;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-428
wld-02.031.017-00;1795;1795;wdf-308;wdf-0308;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-308
wld-02.031.018-00;1787;1787;wdf-309;wdf-0309;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-309
wld-02.031.019-00;1791;1791?;wdf-310;wdf-0310;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-310
wld-02.031.020-00;;;wdf-311;wdf-0311;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-311
wld-02.031.021-00;1809;1809;wdf-312;wdf-0312;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-312
wld-02.032.001-00;1882;1882;wdf-056;wdf-0056;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-056
wld-02.032.002-00;1882;1882;wdf-057;wdf-0057;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-057
wld-02.032.003-00;1882;1882;wdf-058;wdf-0058;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-058
wld-02.032.004-00;1881;1881;wdf-059;wdf-0059;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-059
wld-02.032.005-00;1881;1881;wdf-060;wdf-0060;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-060
wld-02.032.006-00;1880;1880;wdf-061;wdf-0061;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-061
wld-02.032.007-00;1878;1878;wdf-062;wdf-0062;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-062
wld-02.032.008-00;1880;1880;wdf-063;wdf-0063;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-063
wld-02.032.009-00;1880;1880;wdf-064;wdf-0064;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-064
wld-02.032.010-00;1880;1880;wdf-065;wdf-0065;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-065
wld-02.032.011-00;1880;1880;wdf-066;wdf-0066;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-066
wld-02.032.012-00;;;wdf-067;wdf-0067;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-067
wld-02.032.013-00;1880;1880;wdf-068;wdf-0068;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-068
wld-02.032.014-00;;;wdf-069;wdf-0069;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-069
wld-02.032.015-00;1870;1870;wdf-070;wdf-0070;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-070
wld-02.032.016-00;1865;1865;wdf-071;wdf-0071;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-071
wld-02.032.017-00;1865;1865;wdf-072;wdf-0072;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-072
wld-02.032.018-00;1865;1865;wdf-073;wdf-0073;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-073
wld-02.032.019-00;;;wdf-074;wdf-0074;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-074
wld-02.032.020-00;1858;1858;wdf-075;wdf-0075;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-075
wld-02.032.020-00;1858;1858;wdf-075;wdf-0075;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-075
wld-02.033.001-00;;;wdf-044;wdf-0044;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-044
wld-02.033.002-00;1884;1884?;wdf-045;wdf-0045;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-045
wld-02.033.003-00;;;wdf-046;wdf-0046;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-046
wld-02.033.004-00;1885;1885;wdf-047;wdf-0047;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-047
wld-02.033.005-00;1885;1885;wdf-049;wdf-0049;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-049
wld-02.033.005-00;1885;1885;wdf-048;wdf-0048;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-048
wld-02.033.007-00;1884;1884;wdf-050;wdf-0050;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-050
wld-02.033.008-00;;;wdf-051;wdf-0051;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-051
wld-02.033.009-00;1883;1883;wdf-052;wdf-0052;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-052
wld-02.033.009-00;1883;1883;wdf-052;wdf-0052;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-052
wld-02.033.010-00;1882;1882;wdf-053;wdf-0053;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-053
wld-02.033.011-00;1882;1882;wdf-054;wdf-0054;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-054
wld-02.033.012-00;1880;1880;wdf-055;wdf-0055;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-055
wld-02.033.013-00;1866;1866;wdf-042;wdf-0042;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-042
wld-02.033.014-00;;;wdf-043;wdf-0043;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-043
wld-02.034.001-00;1904;1904;wdf-025;wdf-0025;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-025
wld-02.034.002-00;1904;1904;wdf-026;wdf-0026;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-026
wld-02.034.003-00;1907;1907;wdf-027;wdf-0027;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-027
wld-02.034.004-00;1903;1903;wdf-028;wdf-0028;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-028
wld-02.034.005-00;1903;1903;wdf-029;wdf-0029;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-029
wld-02.034.006-00;1902;1902;wdf-030;wdf-0030;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-030
wld-02.034.007-00;1900;1900;wdf-031;wdf-0031;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-031
wld-02.034.008-00;1889;1889;wdf-032;wdf-0032;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-032
wld-02.034.009-00;1889;1889;wdf-033;wdf-0033;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-033
wld-02.034.010-00;1889;1889;wdf-034;wdf-0034;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-034
wld-02.034.011-00;1889;1889;wdf-035;wdf-0035;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-035
wld-02.034.012-00;1878;1878;wdf-036;wdf-0036;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-036
wld-02.034.013-00;;;wdf-037;wdf-0037;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-037
wld-02.034.014-00;1887;1887;wdf-038;wdf-0038;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-038
wld-02.034.015-00;1887;1887;wdf-039;wdf-0039;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-039
wld-02.034.016-00;1887;1887;wdf-040;wdf-0040;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-040
wld-02.034.017-00;1889;1889?;wdf-041;wdf-0041;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-041
wld-02.035.001-00;1889;1889;wdf-016;wdf-0016;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-016
wld-02.035.002-00;1890;1890;wdf-017;wdf-0017;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-017
wld-02.035.003-00;1890;1890;wdf-019;wdf-0019;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-019
wld-02.035.004-00;1891;1891;wdf-020;wdf-0020;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-020
wld-02.035.005-00;1891;1891;wdf-021;wdf-0021;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-021
wld-02.035.006-00;1891;1891;wdf-022;wdf-0022;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-022
wld-02.035.007-00;1893;1893;wdf-023;wdf-0023;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-023
wld-02.035.008-00;1889;1889;wdf-024;wdf-0024;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-024
wld-02.036.001-00;1902;1902;wdf-011;wdf-0011;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-011
wld-02.036.002-00;1901;1901;wdf-012;wdf-0012;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-012
wld-02.036.003-00;1901;1901;wdf-013;wdf-0013;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-013
wld-02.036.003-00;1901;1901;wdf-013;wdf-0013;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-013
wld-02.036.004-00;1900;1900;wdf-014;wdf-0014;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-014
wld-02.036.005-00;1898;1898;wdf-015;wdf-0015;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-015
wld-02.036.006-00;1890;1890;wdf-018;wdf-0018;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-018
wld-02.037.001-00;1898;1898;wdf-001;wdf-0001;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-001
wld-02.037.002-00;1897;1897;wdf-002;wdf-0002;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-002
wld-02.037.003-00;1897;1897;wdf-003;wdf-0003;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-003
wld-02.037.004-00;1895;1895;wdf-004;wdf-0004;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-004
wld-02.037.005-00;1895;1895;wdf-005;wdf-0005;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-005
wld-02.037.006-00;1893;1893;wdf-006;wdf-0006;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-006
wld-02.037.007-00;1894;1894;wdf-007;wdf-0007;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-007
wld-02.037.008-00;1895;1895;wdf-008;wdf-0008;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-008
wld-02.037.009-00;1893;1893;wdf-009;wdf-0009;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-009
wld-02.037.010-00;1893;1893;wdf-010;wdf-0010;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-010
wld-03.001.048-00;;;wdf-922;wdf-0922;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-922
wld-03.001.049-00;1775;1775;wdf-923;wdf-0923;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-923
wld-03.001.050-00;1790;1790;wdf-956;wdf-0956;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-956
wld-03.001.051-00;1788;1788;wdf-957;wdf-0957;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-957
wld-03.001.052-00;1785;1785;wdf-958;wdf-0958;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-958
wld-03.001.053-00;1785;1785;wdf-960;wdf-0960;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-960
wld-03.001.054-00;1787;1787;wdf-961;wdf-0961;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-961
wld-03.001.055-00;1793;1793;wdf-959;wdf-0959;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-959
wld-03.001.056-00;1780;1780;wdf-986;wdf-0986;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-986
wld-03.001.057-00;;;wdf-987;wdf-0987;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-987
wld-03.001.058-00;1789;1789;wdf-1008;wdf-1008;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1008
wld-03.001.059-00;1791;1791;wdf-1009;wdf-1009;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1009
wld-03.001.060-00;1839;1839;wdf-1010;wdf-1010;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1010
wld-03.001.061-00;;;wdf-1011;wdf-1011;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1011
wld-03.001.062-00;1840;1840;wdf-1012;wdf-1012;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1012
wld-03.001.063-00;1840;1840;wdf-1013;wdf-1013;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1013
wld-03.001.064-00;1841;1841;wdf-1014;wdf-1014;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1014
wld-03.002.019-00;1779;1779;wdf-951;wdf-0951;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-951
wld-03.002.020-00;1778;1778;wdf-952;wdf-0952;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-952
wld-03.002.021-00;1778;1778;wdf-953;wdf-0953;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-953
wld-03.002.022-00;1780;1780;wdf-954;wdf-0954;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-954
wld-03.002.023-00;1780;1780;wdf-955;wdf-0955;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-955
wld-03.002.024-00;1795;1795;wdf-985;wdf-0985;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-985
wld-03.002.025-00;;;wdf-1001;wdf-1001;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1001
wld-03.002.026-00;1793;1793;wdf-1002;wdf-1002;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1002
wld-03.002.027-00;1799;1799;wdf-1003;wdf-1003;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1003
wld-03.002.028-00;1817;1817;wdf-1004;wdf-1004;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1004
wld-03.002.029-00;1791;1791;wdf-1005;wdf-1005;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1005
wld-03.002.030-00;1789;1789;wdf-1006;wdf-1006;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-1006
