SZd-ID;Datierung;Sterbejahr;epidat;epidat_;Weblink
wld-02.010.014-00;1659;1659;wdf-582;wdf-0582;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-582
wld-02.010.014-00;1659;1659;wdf-582;wdf-0582;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-582
wld-02.010.015-00;1754;1754;wdf-583;wdf-0583;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-583
wld-02.010.016-00;1724;1724;wdf-584;wdf-0584;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-584
wld-02.010.017-00;1699;1699;wdf-585;wdf-0585;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-585
wld-02.010.018-00;1698;1698;wdf-587;wdf-0587;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-587
wld-02.010.019-00;1692;1692;wdf-590;wdf-0590;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-590
wld-02.010.020-00;1746;1746;wdf-645;wdf-0645;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-645
wld-02.010.021-00;1701;1701;wdf-687;wdf-0687;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-687
wld-02.010.022-00;1704;1704;wdf-688;wdf-0688;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-688
wld-02.010.023-00;1698;1698;wdf-742;wdf-0742;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-742
wld-02.010.024-00;;;wdf-743;wdf-0743;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-743
wld-02.010.025-00;;;wdf-744;wdf-0744;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-744
wld-02.010.026-00;;;wdf-745;wdf-0745;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-745
wld-02.010.027-00;1755;1755;wdf-746;wdf-0746;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-746
wld-02.010.028-00;1757;1757;wdf-747;wdf-0747;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-747
wld-02.010.029-00;1753;1753;wdf-749;wdf-0749;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-749
wld-02.010.030-00;1754;1754;wdf-825;wdf-0825;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-825
wld-02.010.031-00;1753;1753;wdf-751;wdf-0751;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-751
wld-02.010.032-00;1780;1780;wdf-753;wdf-0753;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-753
wld-02.011.027-00;1711;1711;wdf-553;wdf-0553;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-553
wld-02.011.028-00;1710;1710;wdf-554;wdf-0554;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-554
wld-02.011.029-00;1717;1717;wdf-586;wdf-0586;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-586
wld-02.011.030-00;1718;1717/18;wdf-588;wdf-0588;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-588
wld-02.011.031-00;1723;1723;wdf-589;wdf-0589;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-589
wld-02.011.032-00;;;wdf-591;wdf-0591;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-591
wld-02.011.033-00;1757;1757;wdf-592;wdf-0592;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-592
wld-02.011.034-00;1741;1741;wdf-593;wdf-0593;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-593
wld-02.011.035-00;1742;1742;wdf-594;wdf-0594;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-594
wld-02.011.036-00;1749;1749;wdf-595;wdf-0595;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-595
wld-02.011.037-00;;;wdf-596;wdf-0596;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-596
wld-02.011.038-00;1739;1739;wdf-597;wdf-0597;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-597
wld-02.011.039-00;1640;1640, um?;wdf-598;wdf-0598;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-598
wld-02.011.040-00;1690;1690;wdf-599;wdf-0599;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-599
wld-02.011.041-00;;;wdf-600;wdf-0600;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-600
wld-02.011.042-00;1698;1698;wdf-601;wdf-0601;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-601
wld-02.011.043-00;1732;1732;wdf-602;wdf-0602;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-602
wld-02.011.043-01;1739;1739;wdf-2000;wdf-2000;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-2000
wld-02.011.044-00;1679;1679;wdf-603;wdf-0603;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-603
wld-02.011.045-00;1678;1678;wdf-604;wdf-0604;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-604
wld-02.011.045-00;1678;1678;wdf-604;wdf-0604;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-604
wld-02.011.046-00;1711;1711;wdf-605;wdf-0605;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-605
wld-02.011.047-00;1682;1682;wdf-606;wdf-0606;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-606
wld-02.011.048-00;1695;1695;wdf-458;wdf-0458;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-458
wld-02.011.049-00;;;wdf-459;wdf-0459;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-459
wld-02.011.050-00;1696;1696;wdf-460;wdf-0460;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-460
wld-02.011.051-00;1692;1692;wdf-461;wdf-0461;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-461
wld-02.012.019-00;1753;1753;wdf-534;wdf-0534;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-534
wld-02.012.020-00;1746;1746;wdf-550;wdf-0550;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-550
wld-02.012.021-00;;;wdf-551;wdf-0551;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-551
wld-02.012.022-00;1680;1680;wdf-555;wdf-0555;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-555
wld-02.012.023-00;1693;1693;wdf-556;wdf-0556;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-556
wld-02.012.024-00;1706;1706;wdf-557;wdf-0557;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-557
wld-02.012.025-00;1729;1729;wdf-558;wdf-0558;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-558
wld-02.012.026-00;1693;1693?;wdf-559;wdf-0559;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-559
wld-02.012.027-00;1752;1752;wdf-560;wdf-0560;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-560
wld-02.012.028-00;1801;1801;wdf-457;wdf-0457;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-457
wld-02.012.029-00;;;wdf-430;wdf-0430;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-430
wld-02.013.017-00;1757;1757;wdf-535;wdf-0535;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-535
wld-02.013.018-00;1737;1737;wdf-541;wdf-0541;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-541
wld-02.013.019-00;1732;1732;wdf-542;wdf-0542;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-542
wld-02.013.020-00;1732;1732;wdf-543;wdf-0543;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-543
wld-02.013.020-01;;;wdf-544;wdf-0544;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-544
wld-02.013.020-02;;;wdf-545;wdf-0545;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-545
wld-02.013.021-00;1797;1797;wdf-546;wdf-0546;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-546
wld-02.013.022-00;;;wdf-547;wdf-0547;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-547
wld-02.013.023-00;1729;1729;wdf-548;wdf-0548;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-548
wld-02.013.023-00;1729;1729;wdf-548;wdf-0548;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-548
wld-02.013.024-00;1729;1729;wdf-549;wdf-0549;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-549
wld-02.013.025-00;1690;1690;wdf-552;wdf-0552;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-552
wld-02.014.033-00;1813;1813;wdf-448;wdf-0448;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-448
wld-02.014.034-00;1783;1783;wdf-449;wdf-0449;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-449
wld-02.014.035-00;;;wdf-450;wdf-0450;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-450
wld-02.014.035-00;;;wdf-450;wdf-0450;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-450
wld-02.014.036-00;;;wdf-451;wdf-0451;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-451
wld-02.014.037-00;;;wdf-415;wdf-0415;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-415
wld-02.015.029-00;;;wdf-240;wdf-0240;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-240
wld-02.015.029-00;;;wdf-239;wdf-0239;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-239
wld-02.015.030-00;1718;1718;wdf-241;wdf-0241;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-241
wld-02.015.031-00;1722;1722;wdf-242;wdf-0242;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-242
wld-02.015.031-00;1722;1722;wdf-242;wdf-0242;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-242
wld-02.015.032-00;1715;1715;wdf-243;wdf-0243;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-243
wld-02.015.033-00;1715;1715;wdf-244;wdf-0244;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-244
wld-02.015.034-00;1863;1863;wdf-245;wdf-0245;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-245
wld-02.015.035-00;1863;1863;wdf-246;wdf-0246;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-246
wld-02.015.036-00;1863;1863;wdf-247;wdf-0247;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-247
wld-02.015.037-00;1866;1866;wdf-248;wdf-0248;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-248
wld-02.015.038-00;1862;1862;wdf-249;wdf-0249;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-249
wld-02.015.039-00;1862;1862;wdf-250;wdf-0250;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-250
wld-02.015.040-00;1861;1861;wdf-251;wdf-0251;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-251
wld-02.015.041-00;1858;1858;wdf-252;wdf-0252;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-252
wld-02.015.042-00;1859;1859;wdf-253;wdf-0253;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-253
wld-02.015.043-00;1858;1858;wdf-254;wdf-0254;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-254
wld-02.015.044-00;1857;1857;wdf-255;wdf-0255;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-255
wld-02.015.045-00;;;wdf-256;wdf-0256;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-256
wld-02.015.046-00;1856;1856;wdf-257;wdf-0257;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-257
wld-02.015.047-00;1855;1855;wdf-258;wdf-0258;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-258
wld-02.015.048-00;;;wdf-259;wdf-0259;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-259
wld-02.015.049-00;1856;1856;wdf-260;wdf-0260;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-260
wld-02.015.050-00;1853;1853;wdf-261;wdf-0261;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-261
wld-02.015.051-00;1853;1853;wdf-262;wdf-0262;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-262
wld-02.015.052-00;1853;1852/53;wdf-263;wdf-0263;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-263
wld-02.015.053-00;1854;1854;wdf-264;wdf-0264;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-264
wld-02.015.054-00;1852;1852;wdf-265;wdf-0265;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-265
wld-02.016.007-00;;;wdf-363;wdf-0363;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-363
wld-02.016.008-00;1679;1679;wdf-364;wdf-0364;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-364
wld-02.016.009-00;1772;1772;wdf-365;wdf-0365;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-365
wld-02.016.010-00;1663;1663?;wdf-366;wdf-0366;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-366
wld-02.016.011-00;1686;1686;wdf-367;wdf-0367;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-367
wld-02.016.012-00;1691;1691;wdf-368;wdf-0368;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-368
wld-02.016.013-00;1698;1698;wdf-369;wdf-0369;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-369
wld-02.016.014-00;1728;1728;wdf-370;wdf-0370;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-370
wld-02.016.015-00;1686;1686;wdf-371;wdf-0371;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-371
wld-02.016.016-00;1726;1726;wdf-372;wdf-0372;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-372
wld-02.016.017-00;1691;1691;wdf-373;wdf-0373;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-373
wld-02.016.018-00;1667;1667;wdf-374;wdf-0374;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-374
wld-02.017.008-00;1717;1717;wdf-359;wdf-0359;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-359
wld-02.017.009-00;1707;1707?;wdf-360;wdf-0360;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-360
wld-02.017.010-00;;;wdf-361;wdf-0361;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-361
wld-02.017.011-00;;;wdf-362;wdf-0362;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-362
wld-02.018.008-00;1747;1747;wdf-358;wdf-0358;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-358
wld-02.018.009-00;1749;1749;wdf-287;wdf-0287;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-287
wld-02.018.010-00;;;wdf-238;wdf-0238;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-238
wld-02.018.011-00;1748;1748;wdf-288;wdf-0288;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-288
wld-02.018.012-00;1741;1741;wdf-289;wdf-0289;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-289
wld-02.018.013-00;1753;1753;wdf-290;wdf-0290;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-290
wld-02.018.014-00;1739;1739;wdf-291;wdf-0291;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-291
wld-02.018.015-00;1724;1724;wdf-292;wdf-0292;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-292
wld-02.018.016-00;1701;1701;wdf-293;wdf-0293;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-293
wld-02.018.017-00;1700;1700;wdf-294;wdf-0294;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-294
wld-02.018.018-00;;;wdf-295;wdf-0295;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-295
wld-02.018.019-00;;;wdf-296;wdf-0296;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-296
wld-02.018.020-00;1704;1704;wdf-297;wdf-0297;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-297
wld-02.018.021-00;1697;1697;wdf-298;wdf-0298;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-298
wld-02.018.022-00;1694;1694;wdf-299;wdf-0299;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-299
wld-02.018.023-00;1721;1721;wdf-300;wdf-0300;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-300
wld-02.018.024-00;;;wdf-301;wdf-0301;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-301
wld-02.018.025-00;;;wdf-302;wdf-0302;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-302
wld-02.018.026-00;1695;1695;wdf-303;wdf-0303;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-303
wld-02.018.027-00;1703;1703;wdf-304;wdf-0304;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-304
wld-02.018.028-00;1708;1708;wdf-305;wdf-0305;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-305
wld-02.018.028-00;1709;1709;wdf-305;wdf-0305;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-305
wld-02.018.029-00;1710;1710;wdf-306;wdf-0306;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-306
wld-02.018.030-00;1728;1728;wdf-307;wdf-0307;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-307
wld-02.020.031-00;1883;1883;wdf-154;wdf-0154;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-154
wld-02.020.032-00;1877;1877?;wdf-155;wdf-0155;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-155
wld-02.020.032-01;;;wdf-156;wdf-0156;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-156
wld-02.020.033-00;;;wdf-157;wdf-0157;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-157
wld-02.020.034-00;1875;1875;wdf-158;wdf-0158;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-158
wld-02.020.035-00;1874;1874;wdf-160;wdf-0160;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-160
wld-02.020.036-00;1873;1873;wdf-162;wdf-0162;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-162
wld-02.020.037-00;1872;1872;wdf-164;wdf-0164;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-164
wld-02.020.038-00;1871;1871;wdf-166;wdf-0166;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-166
wld-02.020.039-00;1870;1870;wdf-168;wdf-0168;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-168
wld-02.020.040-00;1869;1869;wdf-170;wdf-0170;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-170
wld-02.020.041-00;1868;1868;wdf-171;wdf-0171;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-171
wld-02.020.042-00;1867;1867;wdf-172;wdf-0172;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-172
wld-02.020.043-00;;;wdf-173;wdf-0173;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-173
wld-02.020.044-00;1862;1862;wdf-174;wdf-0174;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-174
wld-02.020.045-00;1867;1867;wdf-175;wdf-0175;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-175
wld-02.020.046-00;1866;1866;wdf-176;wdf-0176;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-176
wld-02.020.047-00;;;wdf-177;wdf-0177;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-177
wld-02.020.048-00;1866;1866;wdf-178;wdf-0178;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-178
wld-02.020.049-00;;;wdf-179;wdf-0179;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-179
wld-02.020.050-00;1862;1862;wdf-180;wdf-0180;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-180
wld-02.020.051-00;;;wdf-181;wdf-0181;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-181
wld-02.020.052-00;1860;1860;wdf-182;wdf-0182;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-182
wld-02.020.053-00;1858;1857/58;wdf-183;wdf-0183;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-183
wld-02.020.054-00;;;wdf-184;wdf-0184;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-184
wld-02.020.055-00;1857;1857;wdf-185;wdf-0185;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-185
wld-02.020.056-00;;;wdf-186;wdf-0186;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-186
wld-02.020.057-00;;;wdf-187;wdf-0187;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-187
wld-02.020.058-00;1855;1855;wdf-188;wdf-0188;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-188
wld-02.020.059-00;1854;1854;wdf-189;wdf-0189;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-189
wld-02.020.060-00;1854;1854;wdf-190;wdf-0190;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-190
wld-02.020.061-00;;;wdf-191;wdf-0191;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-191
wld-02.020.062-00;1854;1854;wdf-192;wdf-0192;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-192
wld-02.020.063-00;1854;1854;wdf-193;wdf-0193;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-193
wld-02.023.005-00;1877;1877;wdf-140;wdf-0140;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-140
wld-02.023.006-00;1876;1876;wdf-141;wdf-0141;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-141
wld-02.023.007-00;1875;1875;wdf-142;wdf-0142;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-142
wld-02.023.008-00;1875;1875;wdf-143;wdf-0143;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-143
wld-02.023.008-01;;;wdf-144;wdf-0144;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-144
wld-02.023.008-02;;;wdf-145;wdf-0145;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-145
wld-02.023.008-03;;;wdf-146;wdf-0146;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-146
wld-02.023.009-00;1873;1873;wdf-147;wdf-0147;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-147
wld-02.023.010-00;1872;1872;wdf-148;wdf-0148;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-148
wld-02.023.011-00;1872;1872;wdf-149;wdf-0149;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-149
wld-02.023.012-00;1870;1870;wdf-150;wdf-0150;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-150
wld-02.023.013-00;1869;1869;wdf-151;wdf-0151;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-151
wld-02.023.014-00;1869;1869;wdf-152;wdf-0152;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-152
wld-02.023.015-00;1869;1869;wdf-153;wdf-0153;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-153
wld-02.024.005-00;1878;1878;wdf-106;wdf-0106;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-106
wld-02.024.006-00;1878;1878;wdf-107;wdf-0107;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-107
wld-02.024.006-00;1878;1878;wdf-107;wdf-0107;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-107
wld-02.024.007-00;1877;1877;wdf-108;wdf-0108;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-108
wld-02.024.008-00;1877;1877;wdf-109;wdf-0109;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-109
wld-02.024.009-00;1876;1876;wdf-110;wdf-0110;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-110
wld-02.024.010-00;1875;1875;wdf-111;wdf-0111;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-111
wld-02.024.011-00;1874;1874;wdf-112;wdf-0112;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-112
wld-02.024.012-00;1873;1873;wdf-113;wdf-0113;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-113
wld-02.024.013-00;1869;1869;wdf-114;wdf-0114;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-114
wld-02.024.014-00;;;wdf-115;wdf-0115;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-115
wld-02.024.015-00;1863;1863;wdf-116;wdf-0116;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-116
wld-02.024.016-00;1863;1863;wdf-117;wdf-0117;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-117
wld-02.024.017-00;1863;1863;wdf-118;wdf-0118;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-118
wld-02.024.018-00;1862;1862;wdf-119;wdf-0119;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-119
wld-02.024.019-00;1862;1862;wdf-120;wdf-0120;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-120
wld-02.024.020-00;;;wdf-121;wdf-0121;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-121
wld-02.024.021-00;;;wdf-122;wdf-0122;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-122
wld-02.024.022-00;;;wdf-123;wdf-0123;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-123
wld-02.024.023-00;1861;1861;wdf-124;wdf-0124;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-124
wld-02.024.024-00;1861;1861;wdf-125;wdf-0125;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-125
wld-02.024.025-00;1859;1859;wdf-126;wdf-0126;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-126
wld-02.024.026-00;1859;1859;wdf-127;wdf-0127;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-127
wld-02.024.027-00;1859;1859;wdf-128;wdf-0128;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-128
wld-02.024.028-00;;;wdf-129;wdf-0129;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-129
wld-02.024.029-00;;;wdf-130;wdf-0130;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-130
wld-02.024.030-00;1857;1857;wdf-131;wdf-0131;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-131
wld-02.024.031-00;;;wdf-132;wdf-0132;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-132
wld-02.024.032-00;1854;1854?;wdf-133;wdf-0133;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-133
wld-02.024.033-00;1854;1854;wdf-134;wdf-0134;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-134
wld-02.024.034-00;;;wdf-135;wdf-0135;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-135
wld-02.025.005-00;;;wdf-080;wdf-0080;http://www.steinheim-institut.de/cgi-bin/epidat?id=wdf-080
